Marital status;Nacionality;Mother's qualification;Father's qualification;Mother's occupation;Father's occupation;Gender;Scholarship holder;Age at enrollment;Target
1;1;19;37;7;4;0;0;20;Graduate
1;1;38;37;9;9;0;0;21;Graduate
1;1;19;38;9;9;0;0;23;Dropout
1;1;19;38;5;7;0;0;21;Dropout
1;1;1;1;9;4;0;0;24;Graduate
1;1;1;1;4;4;0;0;27;Graduate
1;1;1;37;3;8;0;1;18;Graduate
1;1;9;1;6;6;0;0;21;Dropout
1;1;19;3;3;2;0;1;19;Dropout
1;1;38;19;7;7;0;1;19;Graduate
1;1;19;38;194;193;0;0;18;Dropout
1;1;38;37;6;5;0;1;18;Enrolled
1;1;37;37;191;182;0;1;20;Graduate
2;1;1;37;4;7;0;0;24;Graduate
1;1;1;1;1;1;0;0;20;Graduate
1;1;1;19;5;7;0;0;20;Enrolled
1;1;19;37;9;9;0;1;19;Graduate
1;1;1;37;9;9;0;1;18;Graduate
1;1;37;37;7;8;0;1;20;Graduate
1;1;37;37;9;8;0;0;20;Graduate
1;1;19;37;4;7;0;1;19;Graduate
1;1;3;1;2;3;0;0;19;Enrolled
1;1;3;19;4;5;0;0;20;Graduate
1;1;1;38;4;3;0;0;19;Dropout
1;1;38;38;9;7;0;0;19;Dropout
1;1;38;37;7;5;0;1;18;Graduate
1;1;38;37;9;9;0;1;23;Dropout
1;1;19;19;9;8;0;0;21;Dropout
1;1;37;38;6;6;0;0;23;Graduate
1;1;19;37;9;7;0;0;19;Graduate
1;1;1;38;5;6;0;0;18;Graduate
1;1;19;37;9;9;0;0;19;Graduate
1;1;19;37;9;9;0;1;25;Graduate
1;1;1;38;4;9;0;0;19;Enrolled
1;1;1;19;5;7;0;1;19;Graduate
1;1;38;38;191;193;0;1;24;Graduate
1;1;37;37;9;7;0;1;18;Graduate
1;1;37;37;7;5;0;1;19;Graduate
1;1;37;37;9;9;0;1;18;Graduate
1;1;38;1;9;4;0;0;27;Enrolled
1;1;1;1;4;5;0;0;19;Graduate
1;1;1;1;3;3;0;1;18;Dropout
2;1;37;37;9;0;0;0;34;Dropout
1;1;37;37;9;9;0;0;18;Enrolled
1;1;37;38;4;9;0;0;18;Enrolled
1;1;37;38;7;7;0;0;18;Enrolled
1;1;38;38;7;7;0;0;20;Dropout
1;1;19;37;9;9;0;1;19;Enrolled
1;1;37;1;3;5;0;0;21;Enrolled
2;1;19;19;9;7;0;0;26;Graduate
1;1;1;19;4;3;0;0;27;Graduate
1;1;1;38;5;1;0;0;20;Graduate
1;1;19;1;5;0;0;0;18;Graduate
1;1;1;1;5;5;0;0;23;Enrolled
1;1;1;5;4;3;0;0;24;Graduate
1;1;38;38;6;9;0;1;19;Graduate
1;1;19;38;3;5;0;0;19;Graduate
1;1;19;38;9;6;0;1;19;Enrolled
1;1;37;19;5;10;0;0;18;Enrolled
1;1;1;38;5;7;0;0;22;Graduate
1;1;1;19;5;10;0;0;20;Graduate
1;1;19;19;9;9;0;0;25;Dropout
1;1;1;3;4;2;0;0;21;Graduate
1;1;19;19;194;193;0;0;19;Enrolled
1;1;1;19;4;1;0;0;18;Graduate
1;1;37;37;0;0;0;0;18;Graduate
1;1;3;3;9;7;1;0;19;Graduate
1;13;3;3;6;6;0;1;19;Graduate
1;1;37;38;5;5;0;0;18;Dropout
1;1;38;38;5;7;0;1;20;Graduate
1;1;1;19;4;8;0;0;19;Dropout
1;1;19;37;5;7;0;0;28;Graduate
1;1;37;1;9;9;0;1;20;Graduate
1;1;37;38;90;7;0;0;30;Dropout
1;1;1;19;9;7;0;1;19;Graduate
1;1;19;19;3;3;0;0;22;Graduate
1;1;38;38;5;8;0;0;18;Graduate
1;1;37;37;9;9;0;0;23;Dropout
1;1;1;19;5;7;0;0;18;Graduate
1;1;37;19;7;7;0;0;18;Enrolled
2;1;37;37;0;0;1;0;50;Dropout
1;41;3;3;2;5;0;1;19;Graduate
1;41;19;38;9;9;0;0;22;Graduate
1;41;1;1;4;6;0;1;23;Graduate
1;1;1;1;4;5;0;1;20;Dropout
4;1;37;37;9;10;0;0;44;Dropout
4;1;37;37;9;9;1;0;49;Graduate
2;1;37;37;9;9;1;0;46;Graduate
1;1;37;37;1;9;1;0;41;Dropout
1;1;38;19;9;8;1;0;18;Graduate
3;1;37;1;9;2;1;0;43;Graduate
4;1;37;37;9;7;1;0;70;Dropout
4;1;37;38;9;4;1;0;48;Dropout
2;1;37;37;9;7;1;0;41;Graduate
1;1;19;19;9;3;1;0;21;Enrolled
1;41;38;37;9;8;1;0;35;Dropout
2;1;2;1;2;9;1;0;44;Graduate
1;1;3;1;5;5;1;0;18;Dropout
2;1;37;37;0;0;1;0;45;Graduate
1;1;3;1;2;1;1;0;20;Enrolled
1;1;1;38;9;1;1;0;22;Graduate
1;1;37;38;5;7;1;0;39;Dropout
1;1;2;2;6;6;1;0;20;Enrolled
2;1;37;19;9;3;1;0;49;Dropout
1;1;5;5;2;2;1;0;43;Dropout
2;1;37;37;9;9;1;0;32;Dropout
1;1;37;37;9;9;1;0;47;Graduate
5;1;37;37;9;9;1;1;37;Dropout
2;1;19;1;4;8;1;0;41;Graduate
2;1;37;37;9;6;1;0;60;Graduate
2;1;1;19;9;9;1;0;47;Graduate
1;1;37;11;9;7;1;0;50;Dropout
2;1;38;38;90;90;1;0;45;Dropout
1;1;37;37;9;8;1;0;45;Dropout
2;1;37;37;90;90;1;0;33;Graduate
1;1;3;3;2;2;1;0;18;Graduate
2;1;37;37;6;6;1;0;43;Graduate
1;1;19;37;4;10;1;0;44;Graduate
1;1;34;36;0;90;1;0;29;Dropout
4;1;2;1;3;9;1;0;53;Dropout
2;1;37;37;9;9;1;0;37;Enrolled
1;1;38;1;8;10;1;0;18;Enrolled
1;1;38;38;4;4;1;0;35;Dropout
1;1;19;1;3;7;1;0;23;Enrolled
1;1;19;38;9;5;1;0;22;Graduate
1;1;37;37;90;5;1;0;33;Dropout
1;1;37;26;90;10;1;0;41;Dropout
4;1;37;38;9;7;1;0;51;Graduate
1;1;12;5;3;3;1;0;19;Graduate
1;1;37;37;9;9;1;0;35;Dropout
1;41;19;1;4;7;1;0;20;Graduate
1;1;3;2;2;2;1;0;18;Enrolled
1;1;19;37;9;9;1;1;18;Dropout
1;1;2;1;4;6;1;0;21;Graduate
1;1;1;19;6;6;1;0;21;Graduate
2;1;19;37;4;7;1;0;34;Graduate
4;1;37;37;6;7;1;0;34;Dropout
1;1;3;3;4;10;1;0;21;Graduate
1;1;3;37;3;7;1;0;32;Enrolled
1;1;37;37;5;7;1;0;30;Dropout
1;1;1;3;3;7;1;0;19;Enrolled
1;1;1;19;8;8;1;0;20;Dropout
1;1;19;19;9;7;1;0;18;Dropout
1;1;3;3;2;2;1;0;19;Graduate
1;1;3;3;3;3;1;0;18;Dropout
1;1;1;19;4;8;1;0;27;Dropout
1;1;1;1;9;9;1;0;52;Graduate
2;1;1;1;4;5;1;0;29;Dropout
1;1;1;19;4;4;1;0;22;Dropout
1;25;38;38;9;6;1;0;28;Graduate
1;1;1;1;90;3;1;0;30;Dropout
1;1;1;1;5;3;0;0;18;Graduate
1;1;38;37;5;5;0;0;21;Graduate
1;1;37;37;9;9;0;1;20;Graduate
1;1;37;37;3;3;0;1;21;Graduate
2;1;19;37;7;9;0;0;32;Dropout
1;1;37;37;9;9;1;1;20;Graduate
1;1;1;19;4;5;1;0;19;Dropout
1;41;1;1;9;5;1;0;18;Dropout
1;1;37;2;9;4;1;0;23;Dropout
1;1;1;1;3;3;1;0;20;Graduate
2;1;37;37;9;9;0;0;46;Graduate
1;1;3;3;2;2;1;0;27;Graduate
1;1;3;19;1;10;1;0;20;Enrolled
2;1;37;37;9;9;1;0;41;Graduate
1;21;1;3;192;3;1;0;40;Enrolled
2;1;1;1;5;5;1;0;37;Graduate
1;1;38;38;5;10;1;0;20;Enrolled
1;1;1;1;4;4;0;0;20;Enrolled
1;1;1;37;4;1;0;0;26;Graduate
2;1;37;37;9;7;1;0;54;Graduate
1;1;19;19;5;5;1;0;21;Graduate
1;1;1;1;9;9;0;1;20;Graduate
1;1;1;19;5;5;0;0;18;Dropout
1;1;1;19;4;9;0;0;19;Enrolled
1;1;38;1;4;10;0;0;18;Graduate
1;1;3;1;2;8;0;0;19;Enrolled
1;1;1;1;4;7;0;0;22;Dropout
1;1;2;1;4;4;0;0;19;Graduate
1;1;3;2;4;2;0;0;21;Dropout
1;1;3;3;132;132;0;0;20;Enrolled
1;1;1;19;5;5;0;1;18;Graduate
1;1;38;38;7;7;0;1;18;Graduate
1;1;1;1;5;4;0;0;20;Dropout
1;1;19;37;3;8;0;1;18;Graduate
1;1;3;3;1;3;0;0;18;Enrolled
1;1;1;34;9;9;0;1;20;Graduate
1;1;1;1;1;1;0;0;19;Graduate
1;1;3;3;1;2;0;0;18;Graduate
1;1;3;1;4;5;0;0;18;Graduate
1;1;37;37;0;90;0;1;18;Dropout
1;1;19;1;5;4;0;1;20;Graduate
1;1;1;19;9;9;0;1;19;Graduate
1;1;3;3;2;2;1;0;36;Dropout
1;1;1;40;9;2;0;1;19;Graduate
1;1;3;1;2;5;0;0;18;Graduate
1;1;19;19;3;3;0;1;18;Graduate
1;1;38;38;5;8;0;1;18;Graduate
1;1;1;1;9;8;0;0;19;Graduate
1;1;1;1;4;8;0;0;18;Graduate
1;1;1;37;9;9;0;1;19;Graduate
1;1;3;1;3;7;0;0;18;Enrolled
1;1;40;19;3;5;0;1;22;Enrolled
1;1;19;1;9;8;0;0;18;Dropout
1;1;19;19;5;5;0;0;19;Graduate
1;1;38;38;9;9;0;0;18;Graduate
1;1;1;3;5;3;0;0;19;Graduate
1;1;19;1;9;3;0;0;20;Enrolled
1;1;1;38;3;5;0;1;18;Graduate
1;1;3;3;2;10;0;0;23;Enrolled
1;1;1;3;4;7;0;0;20;Dropout
1;1;3;1;9;3;0;0;20;Enrolled
1;1;1;1;9;4;0;1;22;Dropout
1;1;19;38;5;7;0;1;18;Graduate
1;1;19;38;9;9;0;1;18;Graduate
1;1;3;4;3;3;0;0;18;Graduate
1;1;19;3;4;4;0;0;18;Graduate
1;1;1;1;4;4;0;0;21;Enrolled
1;1;1;37;4;5;0;0;20;Enrolled
1;1;1;1;4;4;0;0;18;Graduate
1;1;19;37;3;5;0;1;20;Enrolled
1;1;34;37;9;90;0;0;25;Graduate
1;1;19;19;9;9;0;1;18;Graduate
1;1;12;19;9;3;0;0;19;Graduate
1;6;1;19;4;7;0;0;20;Enrolled
1;1;19;19;9;9;0;1;20;Graduate
1;1;1;1;9;9;0;1;21;Graduate
1;1;1;3;4;3;0;0;18;Graduate
1;1;1;1;5;7;0;0;18;Dropout
1;1;1;3;9;7;0;1;18;Graduate
1;1;19;19;4;5;0;0;18;Graduate
1;1;3;19;3;5;0;0;19;Dropout
1;1;39;3;3;3;0;0;20;Dropout
1;1;34;34;0;0;0;0;47;Dropout
1;6;1;3;9;2;0;0;21;Enrolled
2;1;37;37;9;6;1;0;31;Dropout
2;1;37;37;90;5;1;0;46;Dropout
1;1;3;1;3;4;1;0;18;Enrolled
1;1;3;3;3;4;1;0;19;Dropout
1;1;1;37;152;193;1;0;23;Enrolled
1;1;3;1;2;8;1;0;22;Dropout
1;1;38;1;3;10;1;0;19;Graduate
1;41;3;3;9;9;0;0;19;Dropout
1;1;3;1;3;4;1;0;22;Enrolled
1;1;3;34;3;0;1;0;29;Dropout
1;1;37;38;9;5;0;0;18;Graduate
1;1;38;34;9;9;0;0;18;Graduate
1;1;37;37;9;8;0;1;23;Dropout
2;1;1;1;194;131;0;0;34;Graduate
1;1;19;19;9;9;0;0;19;Graduate
1;1;1;1;2;5;0;0;18;Enrolled
1;1;1;19;4;4;0;1;20;Graduate
1;1;3;3;1;1;0;0;19;Graduate
1;1;19;19;4;5;0;0;22;Enrolled
1;1;19;19;9;9;0;1;23;Graduate
2;1;1;19;9;9;1;1;34;Graduate
1;1;19;19;5;5;1;0;18;Enrolled
1;1;1;39;4;1;1;0;21;Dropout
1;1;1;19;4;3;1;0;22;Dropout
1;1;37;1;9;10;1;0;28;Dropout
1;1;19;37;4;6;1;0;23;Dropout
1;1;34;38;0;3;1;0;20;Dropout
1;1;1;2;5;4;1;0;18;Dropout
1;1;19;38;9;9;1;0;28;Dropout
1;1;1;19;5;8;1;0;21;Dropout
1;1;38;19;9;8;1;0;25;Dropout
1;1;1;1;5;4;1;0;19;Dropout
1;1;1;1;4;10;1;1;18;Graduate
1;1;1;38;90;90;1;0;29;Dropout
1;1;37;38;3;7;1;1;29;Dropout
1;1;19;19;4;5;1;0;20;Graduate
1;1;19;1;9;7;1;0;18;Graduate
1;1;1;1;191;193;1;0;20;Graduate
2;1;34;34;0;0;1;0;33;Dropout
1;1;19;19;5;5;1;0;30;Graduate
1;1;1;1;1;1;1;1;21;Enrolled
1;1;1;19;194;194;1;0;18;Graduate
1;1;38;38;9;9;1;1;19;Graduate
1;1;38;19;9;9;1;1;21;Dropout
1;1;19;19;4;5;1;1;25;Dropout
1;1;19;19;7;10;1;0;19;Graduate
1;1;19;1;9;3;1;0;23;Dropout
1;1;38;38;9;8;1;1;19;Graduate
1;1;3;2;2;5;1;0;19;Graduate
1;1;19;37;9;6;1;0;31;Dropout
1;1;37;37;4;7;1;0;32;Dropout
1;1;2;38;4;9;0;1;19;Graduate
1;1;34;34;0;0;0;0;34;Graduate
1;1;38;14;0;0;0;0;21;Graduate
1;1;37;37;9;7;0;1;53;Graduate
1;1;19;19;4;7;0;1;19;Graduate
1;1;38;38;9;5;0;1;20;Graduate
1;1;1;19;9;9;0;0;18;Graduate
1;1;37;38;175;193;0;0;32;Dropout
1;1;37;37;9;9;0;1;21;Graduate
1;1;37;12;9;4;0;0;26;Dropout
1;1;1;1;4;7;0;0;26;Graduate
2;1;1;37;4;9;0;0;21;Dropout
1;1;37;37;5;5;0;0;18;Graduate
1;1;19;37;5;9;0;1;21;Graduate
1;1;38;19;9;5;0;0;21;Enrolled
1;1;19;19;7;7;0;1;19;Graduate
1;1;19;19;9;7;0;0;19;Dropout
1;1;38;38;5;5;0;1;19;Graduate
1;1;37;38;7;7;0;0;27;Graduate
1;1;37;1;9;4;0;1;18;Graduate
1;1;19;19;9;9;0;0;20;Dropout
1;1;1;1;5;5;0;1;19;Graduate
1;1;1;1;7;7;0;0;20;Dropout
1;1;19;38;7;6;0;1;19;Graduate
1;1;19;1;5;5;0;0;20;Enrolled
1;1;38;19;7;10;0;0;20;Dropout
1;1;37;37;9;5;0;0;18;Graduate
1;1;19;1;5;4;0;0;20;Graduate
2;1;37;37;9;9;0;0;38;Dropout
4;1;37;37;9;7;0;0;42;Graduate
1;1;37;37;9;6;0;0;32;Dropout
1;26;19;19;4;5;0;0;22;Graduate
2;1;34;34;90;90;0;0;28;Dropout
2;1;37;37;8;10;0;0;37;Dropout
2;1;37;38;9;4;0;0;43;Graduate
6;1;37;1;9;7;0;1;41;Graduate
4;1;37;37;9;3;0;1;29;Graduate
1;1;37;37;9;9;0;1;35;Graduate
1;1;1;3;4;2;0;0;18;Dropout
1;1;37;37;9;6;0;1;39;Dropout
4;1;37;37;9;9;0;0;37;Enrolled
1;1;37;37;9;7;0;1;26;Graduate
1;1;19;20;4;90;0;0;32;Dropout
2;1;37;37;6;8;0;0;37;Enrolled
1;1;37;19;191;163;0;0;28;Enrolled
1;1;19;37;0;0;0;0;19;Dropout
1;1;37;38;7;7;0;0;18;Enrolled
1;1;19;38;9;9;0;1;19;Graduate
2;1;37;37;7;7;0;0;32;Graduate
2;1;37;37;9;9;0;0;31;Dropout
1;1;3;1;2;5;0;0;34;Enrolled
1;1;1;1;3;3;0;0;20;Graduate
1;1;38;38;9;9;0;0;28;Dropout
1;1;37;37;6;6;0;0;31;Enrolled
1;1;19;38;4;10;0;0;18;Enrolled
4;1;37;37;90;7;0;0;31;Dropout
1;1;19;19;5;5;0;0;19;Graduate
1;1;37;19;9;4;0;1;19;Graduate
2;1;37;37;9;9;0;0;31;Enrolled
1;1;1;19;9;10;0;0;34;Dropout
1;1;37;37;9;7;0;1;18;Graduate
1;1;37;37;7;7;0;0;18;Graduate
1;1;3;19;3;3;1;0;19;Graduate
1;1;3;5;0;2;1;1;22;Dropout
2;1;34;34;0;0;1;0;32;Graduate
1;1;37;3;9;2;1;0;61;Dropout
1;1;37;37;9;9;1;0;30;Graduate
2;1;37;37;9;9;1;0;45;Dropout
1;1;1;19;4;8;1;0;20;Graduate
1;1;19;1;1;10;0;0;19;Dropout
1;1;3;1;2;9;1;0;26;Dropout
1;1;1;1;4;90;1;0;19;Dropout
1;1;19;37;9;9;1;1;19;Graduate
1;1;38;1;9;4;1;0;19;Graduate
1;1;1;19;5;5;1;1;19;Graduate
1;1;14;11;0;0;1;0;19;Dropout
1;1;34;34;0;0;1;0;28;Dropout
1;1;37;37;9;9;1;0;24;Graduate
1;1;3;1;2;4;1;0;18;Graduate
1;1;38;38;5;5;1;0;18;Enrolled
1;1;1;3;3;7;1;1;18;Graduate
1;1;4;1;2;8;1;0;21;Graduate
2;1;19;37;9;5;1;0;28;Dropout
1;1;37;19;9;10;1;0;58;Dropout
2;1;34;34;0;0;1;0;49;Dropout
1;1;1;38;3;5;1;0;24;Enrolled
1;1;34;34;0;0;1;0;25;Graduate
4;1;37;38;7;3;1;0;33;Dropout
2;1;37;37;7;7;1;0;33;Dropout
2;1;37;37;7;7;1;0;40;Graduate
2;1;37;19;9;3;1;0;48;Graduate
1;1;1;19;9;3;1;0;18;Enrolled
1;1;38;38;9;8;1;0;24;Graduate
2;1;19;19;192;144;1;1;23;Graduate
1;1;19;37;7;5;1;0;39;Dropout
1;1;1;38;9;6;1;0;21;Graduate
1;1;35;35;6;6;1;0;34;Dropout
2;1;19;19;4;4;1;1;41;Enrolled
1;1;1;38;4;5;1;0;18;Graduate
2;1;38;38;9;3;1;0;34;Enrolled
1;1;1;1;2;10;1;0;19;Dropout
1;1;19;19;3;3;1;0;19;Graduate
1;1;1;1;4;6;1;0;28;Graduate
1;1;1;1;5;0;1;0;18;Dropout
1;1;2;2;3;4;1;0;19;Dropout
1;1;19;38;9;1;1;0;19;Dropout
1;1;1;3;9;2;0;0;18;Graduate
1;1;3;3;2;2;0;0;18;Graduate
1;1;1;3;3;3;0;0;18;Dropout
1;1;3;19;4;9;0;0;19;Graduate
2;1;37;37;191;192;0;0;31;Graduate
1;1;37;37;9;8;0;1;33;Graduate
1;1;3;1;134;135;0;1;20;Enrolled
1;6;19;1;6;4;0;0;22;Enrolled
1;1;1;19;3;3;0;0;19;Graduate
1;1;34;34;0;0;0;0;18;Dropout
1;1;38;1;5;5;0;0;18;Dropout
1;1;19;38;9;9;0;0;18;Dropout
1;1;3;4;2;5;0;0;18;Graduate
1;1;19;19;7;7;0;1;19;Graduate
1;1;1;3;3;4;0;0;18;Dropout
1;1;3;19;5;5;0;0;18;Graduate
1;1;37;37;9;6;0;1;18;Graduate
1;1;37;37;9;10;0;0;21;Graduate
1;1;19;37;5;5;0;1;18;Graduate
1;1;1;38;3;3;0;0;18;Graduate
1;1;19;19;9;10;0;0;18;Graduate
1;1;19;1;4;3;0;0;20;Graduate
1;1;1;38;4;5;0;1;18;Graduate
1;1;19;1;4;5;0;0;18;Dropout
1;1;37;38;191;143;0;1;20;Graduate
1;1;19;19;9;8;0;0;20;Graduate
1;1;37;1;9;9;0;1;19;Dropout
1;1;3;1;3;5;0;1;19;Graduate
1;1;19;37;9;99;0;1;18;Dropout
1;1;1;1;4;9;0;1;19;Graduate
1;1;1;38;4;7;0;1;20;Graduate
1;1;19;1;4;9;0;0;21;Graduate
1;1;41;3;2;2;0;0;21;Graduate
1;1;38;38;9;9;0;0;20;Graduate
1;1;38;38;191;171;0;0;19;Graduate
1;1;1;19;4;90;0;0;21;Dropout
1;1;30;19;4;90;0;0;18;Graduate
1;1;19;37;9;9;0;1;19;Graduate
1;1;19;19;9;4;0;0;18;Graduate
1;1;1;1;9;9;0;1;19;Graduate
1;1;1;19;4;3;0;1;18;Graduate
1;1;19;37;5;7;0;1;18;Enrolled
1;1;37;37;8;8;0;0;18;Graduate
1;1;1;37;9;9;0;1;18;Graduate
1;1;38;19;7;7;0;0;18;Dropout
1;1;1;38;9;7;0;1;18;Enrolled
1;1;1;38;9;7;0;0;18;Dropout
1;1;1;3;4;2;0;0;18;Graduate
1;1;1;38;4;9;0;1;20;Graduate
1;1;3;1;2;5;0;0;18;Enrolled
1;1;1;19;4;5;0;0;18;Graduate
1;1;37;37;9;7;0;1;20;Graduate
4;1;37;37;9;6;0;0;40;Graduate
1;1;38;38;9;9;0;1;18;Graduate
1;1;19;19;4;7;0;0;19;Graduate
1;1;1;19;4;9;0;0;24;Dropout
1;1;3;38;2;10;0;0;19;Dropout
1;1;2;1;4;4;0;0;19;Graduate
1;1;1;19;9;6;0;1;20;Graduate
1;1;38;38;5;5;0;0;18;Graduate
1;1;1;38;4;8;0;1;18;Graduate
1;1;19;37;4;7;0;0;19;Graduate
1;1;3;3;4;5;0;0;18;Dropout
1;1;3;3;2;2;0;0;19;Graduate
1;1;37;37;9;7;0;1;19;Graduate
1;1;19;19;5;7;0;1;19;Graduate
1;1;1;37;4;4;0;1;19;Dropout
1;1;1;38;1;7;0;0;19;Graduate
1;1;1;19;1;5;0;0;25;Dropout
1;1;19;19;4;10;0;0;20;Graduate
1;1;1;19;5;5;0;0;23;Dropout
1;1;19;19;7;7;0;0;20;Dropout
1;1;37;11;9;10;0;0;27;Graduate
1;1;19;1;4;4;0;0;18;Graduate
1;1;19;1;5;10;0;0;18;Enrolled
1;1;19;1;5;10;0;0;23;Dropout
1;1;38;37;5;6;0;1;19;Graduate
1;1;37;38;3;3;0;0;18;Graduate
1;1;1;19;9;8;0;0;20;Graduate
1;1;19;19;9;9;0;0;18;Graduate
1;1;1;1;4;4;0;1;19;Graduate
1;1;19;19;8;8;0;1;19;Graduate
1;1;38;37;5;5;0;0;19;Enrolled
1;1;3;3;1;90;0;0;18;Graduate
1;1;37;37;9;5;0;0;18;Graduate
1;1;19;19;4;7;0;0;18;Graduate
1;1;19;38;9;9;0;0;28;Dropout
1;1;37;37;5;9;0;0;19;Dropout
1;1;3;1;2;3;0;0;20;Dropout
1;1;1;37;4;9;0;1;19;Graduate
1;1;1;19;4;0;0;1;20;Graduate
1;1;19;19;9;9;0;1;19;Graduate
1;1;5;1;2;10;0;0;21;Enrolled
1;1;1;19;9;4;0;1;19;Graduate
1;1;19;1;9;3;0;1;18;Graduate
1;1;3;1;2;1;0;0;19;Dropout
1;1;12;38;9;5;0;1;19;Graduate
1;1;38;19;132;103;0;0;20;Graduate
1;1;1;1;4;0;0;0;18;Enrolled
1;1;19;19;5;7;0;0;18;Enrolled
1;1;1;1;4;5;0;0;18;Graduate
1;1;19;19;5;8;0;0;18;Dropout
1;1;37;38;0;7;0;0;18;Graduate
1;1;19;19;4;4;0;0;20;Dropout
1;1;19;1;9;9;0;1;19;Graduate
1;1;37;37;9;9;0;0;21;Dropout
1;1;12;3;5;8;0;0;20;Dropout
1;1;37;38;9;9;0;0;18;Graduate
1;1;1;4;5;3;0;1;20;Graduate
1;1;19;37;1;9;0;1;19;Graduate
1;1;19;19;9;9;0;0;22;Dropout
1;1;19;19;9;9;0;0;22;Dropout
1;1;38;38;7;5;0;0;18;Enrolled
1;1;3;19;9;9;0;0;21;Enrolled
1;1;19;19;0;5;0;0;19;Graduate
1;1;37;38;9;9;0;0;19;Dropout
1;1;34;34;0;0;0;1;20;Dropout
1;1;38;19;8;8;0;1;18;Graduate
1;1;19;37;5;9;0;0;22;Dropout
1;1;19;36;90;7;0;0;20;Graduate
1;1;38;38;6;6;0;0;19;Graduate
1;1;1;19;6;7;0;1;19;Graduate
1;1;38;19;9;7;0;1;20;Enrolled
1;1;38;38;3;3;0;0;25;Enrolled
1;1;19;19;9;7;0;1;19;Graduate
1;1;38;37;9;7;0;0;19;Graduate
1;1;3;38;1;9;0;0;19;Dropout
1;1;38;19;9;5;0;0;20;Graduate
1;1;37;37;9;9;0;0;25;Enrolled
1;1;19;38;5;9;0;1;20;Graduate
1;1;38;19;9;9;0;0;24;Enrolled
1;1;1;1;5;5;0;0;20;Graduate
1;1;1;19;4;8;0;0;21;Graduate
1;1;37;38;9;9;0;1;19;Graduate
1;1;38;37;9;9;0;1;19;Graduate
1;1;37;38;9;9;0;1;21;Graduate
1;1;3;37;2;10;0;0;28;Graduate
1;1;37;38;9;9;0;1;19;Graduate
1;1;37;37;9;6;0;1;18;Graduate
5;1;37;38;5;8;0;1;18;Graduate
1;1;19;37;7;7;0;1;18;Graduate
1;1;1;2;9;3;0;0;22;Graduate
1;1;37;37;194;171;0;0;19;Enrolled
1;1;19;1;9;5;0;1;18;Graduate
1;1;37;37;5;6;0;0;20;Dropout
1;1;37;37;5;6;0;0;26;Dropout
1;1;37;38;9;9;0;1;18;Graduate
1;1;1;38;4;9;0;1;21;Dropout
1;1;38;37;3;3;0;0;18;Graduate
1;1;19;19;4;6;0;0;20;Graduate
1;1;38;19;5;6;0;0;18;Graduate
1;1;19;38;7;9;0;1;19;Enrolled
1;1;1;1;2;2;0;0;20;Dropout
1;1;19;19;9;5;0;1;18;Graduate
1;1;37;37;9;9;0;1;20;Enrolled
1;1;19;11;0;0;0;0;22;Graduate
1;1;19;38;4;5;0;0;18;Enrolled
1;1;19;38;5;7;0;0;21;Graduate
1;1;1;1;9;0;0;0;18;Enrolled
1;1;19;19;4;4;0;0;18;Graduate
1;1;12;19;4;5;0;1;18;Graduate
1;1;37;37;9;1;0;0;19;Dropout
1;1;1;19;3;5;0;0;19;Enrolled
1;1;38;1;9;4;0;0;19;Enrolled
1;1;1;37;7;7;0;0;19;Graduate
1;1;1;2;10;10;0;0;19;Enrolled
1;1;38;37;9;7;0;0;19;Dropout
1;1;38;37;9;7;0;1;21;Graduate
1;41;1;37;9;7;0;1;20;Graduate
1;1;19;19;3;9;0;1;20;Graduate
1;1;37;37;9;9;0;0;41;Graduate
4;1;37;37;3;3;0;0;32;Enrolled
1;1;38;1;9;5;0;0;18;Graduate
4;1;37;37;3;4;0;1;35;Graduate
1;1;37;37;9;9;0;0;32;Dropout
1;1;19;37;5;9;0;0;37;Graduate
2;1;3;37;9;9;0;0;30;Dropout
1;1;19;19;0;0;1;0;23;Graduate
1;1;3;1;2;7;0;1;20;Dropout
1;1;19;37;5;7;1;0;21;Graduate
1;1;38;19;5;7;1;0;19;Graduate
1;1;1;19;4;3;1;1;18;Graduate
1;1;34;34;0;0;1;0;18;Dropout
1;1;1;1;4;10;1;0;24;Enrolled
1;1;1;37;9;9;1;0;22;Graduate
1;1;19;1;5;5;1;0;18;Dropout
1;1;37;37;5;6;0;0;18;Graduate
1;101;2;1;9;1;1;0;21;Graduate
4;1;37;37;9;9;0;0;38;Dropout
1;1;38;37;9;9;0;1;19;Graduate
6;1;37;37;9;9;0;0;36;Dropout
1;1;1;1;9;9;0;0;18;Graduate
1;1;19;19;5;5;0;0;19;Graduate
1;1;19;38;9;9;0;0;21;Dropout
1;1;19;38;192;192;0;0;19;Enrolled
1;1;19;19;9;9;0;1;18;Graduate
2;1;37;19;9;7;0;0;45;Enrolled
1;1;37;37;9;7;0;0;20;Dropout
1;1;19;1;5;7;0;0;18;Graduate
1;1;1;19;4;4;0;1;18;Graduate
1;1;34;34;0;0;0;0;25;Dropout
1;1;1;1;4;4;0;0;19;Graduate
1;1;19;19;7;7;0;1;18;Graduate
1;1;1;1;3;6;0;0;39;Graduate
2;1;38;37;9;9;0;0;29;Graduate
1;1;19;19;4;7;0;0;18;Enrolled
1;1;37;2;9;3;0;0;23;Dropout
1;1;1;37;5;5;0;0;21;Dropout
1;1;1;19;4;4;0;0;18;Graduate
